Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Tienda/Salón;Santa Fe;0;1;0;95;52500.0;6300.0;3500.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;150;14000.0;7000.0;2450.0
Departamento;Del Valle;4;1;2;288;24500.0;6545.0;2037.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;25;3500.0;1575.0;
Departamento;Lomas de Chapultepec;2;1;0;70;14700.0;3850.0;700.0
Departamento;Villa de Cortés;1;0;0;46;3500.0;;
Departamento;Casa Blanca;3;0;0;65;4200.0;1225.0;56.0
Tienda/Salón;Santa Fe;0;1;0;50;3850.0;4683.0;
Departamento;Santa Fe;3;3;2;169;22750.0;6601.0;1575.0
Cocineta;Condesa;1;0;0;23;3500.0;1967.0;
Departamento;Del Valle;3;1;1;90;8400.0;4588.5;
Departamento;Narvarte;2;0;0;50;6300.0;1214.5;87.5
Departamento;Coyoacán;3;1;1;140;22750.0;6300.0;1771.0
Departamento;Coyoacán;4;1;1;170;42000.0;4235.0;14777.0
Casa;Narvarte;4;1;1;191;14000.0;1050.0;
Departamento;Centro Histórico;1;0;0;35;4725.0;1470.0;84.0
Departamento;Narvarte;2;0;0;63;4900.0;1540.0;213.5
Departamento;Condesa;3;1;0;112;13300.0;3930.5;1001.0
Tienda/Salón;Santa Fe;0;8;0;500;133000.0;;17398.5
Departamento;Lomas de Chapultepec;3;0;1;85;29750.0;;6016.5
Departamento;Narvarte;3;1;0;129;6300.0;2975.0;406.0
Departamento;Santa Fe;4;3;3;160;30100.0;8050.0;875.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;100;9800.0;5250.0;1715.0
Departamento;Santa Fe;1;1;1;60;7700.0;5600.0;1225.0
Conjunto Comercial/Sala;Villa de Cortés;0;20;0;2160;453600.0;211680.0;
Cocineta;Centro Histórico;1;0;0;33;3465.0;1620.5;87.5
Departamento;Condesa;2;0;0;54;6300.0;2065.0;
Conjunto Comercial/Sala;Centro Histórico;0;10;0;1136;477295.0;79548.0;19887.0
Casa Comercial;La Condesa;0;0;0;139;58590.0;6835.5;486.5
Departamento en Hotel;Bosques de Aragón;1;1;1;55;10500.0;6527.5;1179.5
Departamento;Juárez;2;1;1;70;11550.0;4777.5;630.0
Departamento;Condesa;5;1;3;390;35000.0;3500.0;3500.0
Departamento;Roma;1;0;0;35;3500.0;1025.5;301.0
Departamento;Narvarte;3;1;0;164;12250.0;4585.0;899.5
Departamento;Roma;2;1;1;79;15102.5;3885.0;654.5
Departamento;Narvarte;1;0;0;36;4550.0;1032.5;84.0
Cocineta;Condesa;1;0;0;26;4900.0;1295.0;73.5
Casa de Condominio;Santa Fe;4;4;4;1000;105000.0;9432.5;83002.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;120;10500.0;4830.0;1774.5
Departamento;San Pedro de los Pinos;1;0;0;57;13965.0;3010.0;350.0
Departamento;Lomas de Chapultepec;4;2;2;200;38500.0;10150.0;2030.0
Departamento;Santa Fe;2;1;1;63;6650.0;2884.0;
Departamento;San Ángel;2;1;1;100;13650.0;4550.0;1120.0
Departamento;Coyoacán;3;2;1;165;26250.0;7700.0;1862.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;145;13300.0;4900.0;1445.5
Departamento;Coyoacán;3;2;2;160;21000.0;12250.0;16100.0
Departamento;Lomas de Chapultepec;2;1;1;87;16800.0;4550.0;1263.5
Departamento;Santa Fe;3;1;1;105;8750.0;4900.0;5250.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;87;10500.0;2674.0;469.0
Cocineta;Condesa;1;0;0;30;4550.0;1295.0;105.0
Conjunto Comercial/Sala;Santa Fe;0;9;0;190;35000.0;19260.5;4375.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;6;3150.0;;
Departamento;Santa Fe;3;1;1;80;12250.0;4935.0;945.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;375;65625.0;22190.0;8221.5
Departamento;Roma;3;1;1;102;17850.0;4550.0;
Departamento;San Ángel;3;0;1;120;9450.0;3080.0;833.0
Departamento;San Pedro de los Pinos;2;2;1;112;15750.0;4550.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;34;3500.0;2551.5;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;48;15750.0;3097.5;1330.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;80;17500.0;3850.0;10500.0
Departamento;Bosques de las Lomas;1;1;0;75;9800.0;2800.0;735.0
Departamento;Coyoacán;3;1;1;125;24500.0;7350.0;1620.5
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;120;70000.0;8400.0;2156.0
Departamento;Nueva Santa María;2;0;0;53;4900.0;1610.0;42.0
Loft;Santa Fe;1;1;1;78;9450.0;4795.0;658.0
Departamento;Santa Fe;2;2;1;86;12250.0;4574.5;
Departamento;Santa Fe;2;1;1;77;8750.0;2905.0;546.0
Departamento;Nueva Santa María;1;1;0;63;2450.0;2187.5;126.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;22;2800.0;924.0;290.5
Departamento;Santa Fe;4;2;2;149;15750.0;7455.0;
Conjunto Comercial/Sala;Roma;0;10;0;534;157500.0;51975.0;
Departamento;Coyoacán;4;1;2;250;42000.0;8050.0;3675.0
Departamento;San Ángel;2;1;1;68;9450.0;2975.0;651.0
Departamento;Santa Fe;2;1;1;75;4900.0;4480.0;
Departamento;Coyoacán;2;1;1;97;24500.0;14000.0;16537.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;72;7700.0;2922.5;2082.5
Cocineta;Lomas de Chapultepec;1;0;0;30;5950.0;1960.0;217.0
Departamento;Condesa;4;2;1;279;11025.0;7087.5;1295.0
Casa;La Florida;2;1;0;59;4200.0;595.0;
Cochera/Estacionamiento;Centro Histórico;0;1;0;0;875.0;;297.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;50;5600.0;3045.0;1421.0
Departamento;Del Valle;5;3;2;713;105000.0;13300.0;
Conjunto Comercial/Sala;Roma;0;28;0;1510;739900.0;178157.0;28483.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;254;35000.0;19600.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;24;2100.0;1351.0;416.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;250;28000.0;16765.0;4060.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;2625.0;1396.5;182.0
Departamento;Narvarte;2;1;1;70;5250.0;3115.0;238.0
Casa de Condominio;Santa Fe;5;6;5;640;48300.0;3430.0;6300.0
Departamento;Álvaro Obregón;2;0;0;70;3500.0;112.0;
Conjunto Comercial/Sala;Narvarte;0;0;0;150;25200.0;5950.0;1683.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;219;80500.0;20783.0;4560.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;322;29750.0;15102.5;283.5
Departamento;Iztacalco;2;0;0;40;2100.0;1452.5;
Departamento;Condesa;2;1;1;81;10150.0;3125.5;665.0
Conjunto Comercial/Sala;Santa Fe;0;4;0;350;57750.0;21105.0;13930.0
Casa de Condominio;Santa Fe;5;3;5;1000;70000.0;6300.0;6300.0
Departamento en Hotel;San Pedro de los Pinos;1;1;0;55;7000.0;4312.0;616.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;360;31500.0;10388.0;4228.0
Departamento;Ciudad de los Deportes;3;0;0;90;3150.0;1155.0;52.5
Departamento;San Miguel Chapultepec;3;3;1;124;5950.0;4900.0;
Tienda/Salón;Santa Fe;0;0;0;210;192500.0;;10500.0
Departamento;Coyoacán;2;0;1;75;18200.0;1666.0;420.0
Departamento;Del Valle;2;1;1;70;8050.0;2170.0;665.0
Departamento;Santa Fe;4;3;4;192;17500.0;7700.0;1967.0
Conjunto Comercial/Sala;Centro Histórico;0;18;0;1141;279492.5;78057.0;10419.5
Departamento;Condesa;1;0;0;43;5600.0;1582.0;847.0
Departamento;Santa Fe;2;1;1;70;7700.0;2730.0;
Departamento;Mixcoac;3;1;1;73;4200.0;1820.0;
Departamento;Condesa;3;0;0;120;10500.0;4970.0;
Conjunto Comercial/Sala;Narvarte;0;0;0;29;2800.0;3850.0;
Conjunto Comercial/Sala;Roma;0;11;0;705;238000.0;93502.5;16026.5
Departamento;Peralvillo;2;1;0;64;2800.0;868.0;49.0
Departamento;Condesa;1;0;0;45;9800.0;1575.0;105.0
Departamento;Del Valle;2;0;0;110;8750.0;3388.0;584.5
Departamento;Coyoacán;4;3;3;433;129500.0;34300.0;
Departamento;Napoles;3;1;1;175;28000.0;4830.0;
Casa;Nueva Santa María;2;0;0;70;3850.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;75;8750.0;4375.0;2383.5
Departamento;San Pedro de los Pinos;2;1;0;64;8750.0;1820.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;90;9800.0;5740.0;945.0
Departamento;Condesa;1;0;1;37;8750.0;1564.5;70.0
Departamento;Condesa;4;2;2;240;35000.0;7000.0;2450.0
Casa de Condominio;Santa Fe;4;3;2;188;21000.0;3577.0;
Departamento;Santa Fe;3;2;2;137;43750.0;6475.0;948.5
Departamento;Santa Fe;14;2;2;212;17500.0;4200.0;2275.0
Departamento;Nativitas;2;1;0;65;3850.0;892.5;
Departamento;Santa Fe;2;2;1;105;10500.0;5250.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;240;73500.0;12250.0;
Tienda/Salón;San Rafael;0;0;0;330;21000.0;;60497.5
Departamento;San Miguel Chapultepec;2;1;0;70;3850.0;1925.0;
Departamento;San Ángel;3;1;1;108;17500.0;6191.5;791.0
Departamento;Juárez;1;0;0;45;5600.0;1750.0;192.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;32;2800.0;3045.0;
Cocineta;Condesa;1;0;0;15;3850.0;2100.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;101;7000.0;16450.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;28;5600.0;3192.0;
Departamento;Santa Fe;3;2;3;160;24500.0;3804.5;1592.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;150;14000.0;7000.0;
Conjunto Comercial/Sala;Roma;0;0;0;457;175000.0;61600.0;82250.0
Departamento;Bosques de las Lomas;3;2;1;130;17500.0;3500.0;1050.0
Conjunto Comercial/Sala;Centro Histórico;0;2;0;240;24500.0;11210.5;4550.0
Departamento;Condesa;3;0;0;80;8750.0;2800.0;549.5
Casa de Condominio;Santa Fe;3;0;2;367;21000.0;1785.0;1480.5
Casa;Polanco;2;4;1;107;33250.0;;3818.5
Conjunto Comercial/Sala;Roma;0;15;0;700;208250.0;76979.0;19551.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;10;21745.5;;
Departamento;Santa Fe;5;4;3;171;31500.0;7000.0;12250.0
Departamento;Centro Histórico;1;0;0;42;7700.0;2166.5;707.0
Cocineta;Lomas de Chapultepec;1;0;0;25;6825.0;1260.0;203.0
Departamento;Lomas de Chapultepec;4;3;4;260;47250.0;10850.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;594;31500.0;;2544.5
Tienda/Salón;Condesa;0;0;0;310;105000.0;2450.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;373;105000.0;23530.5;5222.0
Conjunto Comercial/Sala;Coyoacán;0;5;0;200;88200.0;16380.0;
Departamento;Bosques de las Lomas;4;3;1;180;38500.0;8855.0;2842.0
Departamento;Condesa;1;0;0;43;6300.0;2236.5;266.0
Departamento;Bosques de las Lomas;2;1;1;80;7700.0;9100.0;1470.0
Conjunto Comercial/Sala;Condesa;0;0;0;25;3500.0;1519.0;353.5
Departamento;Polanco;3;1;2;170;21000.0;3010.0;1890.0
Casa Comercial;Roma;3;0;0;280;45500.0;1575.0;4854.5
Departamento;Lomas de Chapultepec;4;2;2;207;54250.0;21000.0;3269.0
Departamento;Santa Fe;4;4;4;518;133000.0;17514.0;6114.5
Galpón/Depósito/Almacén;Vallejo;0;0;0;850;29750.0;;
Departamento;Coyoacán;1;0;1;50;8400.0;3139.5;91.0
Cocineta;Condesa;1;0;0;35;5950.0;1400.0;192.5
Tienda/Salón;Juárez;0;6;0;300;61250.0;1085.0;49000.0
Tienda/Salón;Santa Fe;0;1;0;49;7000.0;2730.0;
Conjunto Comercial/Sala;Centro Histórico;0;3;0;151;38587.5;12005.0;
Departamento;Condesa;2;0;0;65;9450.0;2485.0;455.0
Conjunto Comercial/Sala;Santa Fe;0;7;0;300;52500.0;32760.0;
Casa;Roma;12;5;0;500;63000.0;;6300.0
Conjunto Comercial/Sala;Coyoacán;0;0;0;45;17500.0;7700.0;850.5
Departamento;Santa Fe;4;3;4;304;45500.0;13300.0;4725.0
Casa de Condominio;Santa Fe;4;2;4;280;29750.0;2625.0;2170.0
Edificio Completo;Santa Fe;0;80;0;5500;1680000.0;;
Departamento;Narvarte;3;1;0;88;8050.0;2765.0;3097.5
Departamento;Coyoacán;3;1;1;145;25200.0;10150.0;1750.0
Casa;Juárez;10;0;10;300;52500.0;;770.0
Departamento;Tlalpan;1;0;0;53;9800.0;2695.0;
Departamento;Coyoacán;3;1;1;116;17500.0;5600.0;1106.0
Departamento;Narvarte;3;1;0;116;7000.0;2765.0;679.0
Departamento;San Miguel Chapultepec;3;0;0;82;4200.0;2324.0;301.0
Cocineta;La Condesa;1;0;1;26;2975.0;1123.5;101.5
Departamento;Santa Fe;3;2;1;130;16800.0;5950.0;1515.5
Departamento;Condesa;1;0;0;60;9800.0;2170.0;448.0
Tienda/Salón;Arboledas;0;0;0;56;7700.0;;350.0
Departamento;Villa de Cortés;2;0;0;64;3325.0;630.0;
Departamento;Polanco;3;1;1;130;22400.0;5250.0;
Tienda/Salón;Santa Fe;0;0;0;140;25200.0;1102.5;5425.0
Departamento;Lomas de Chapultepec;2;1;0;90;12250.0;4550.0;700.0
Departamento;Lomas de Chapultepec;4;2;4;200;29750.0;9485.0;3307.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;208;17500.0;9345.0;1855.0
Departamento;Narvarte;1;1;1;84;7000.0;2513.0;420.0
Galpón/Depósito/Almacén;Pueblo Culhuacán;0;0;0;2000;105000.0;;
Departamento;Condesa;1;1;0;150;10500.0;4200.0;1365.0
Departamento;Santa Fe;3;2;3;156;19250.0;8050.0;1393.0
Conjunto Comercial/Sala;Roma;0;3;0;90;20650.0;7770.0;
Tienda/Salón;Santa Fe;0;1;0;65;7700.0;2082.5;1750.0
Departamento;Roma;2;0;0;115;7700.0;3657.5;665.0
Departamento;Narvarte;2;0;0;49;6300.0;630.0;
Terreno Estándar;Villa de Cortés;0;0;0;721;14000.0;;2138.5
Departamento;Condesa;2;0;0;120;13300.0;3500.0;689.5
Departamento;Santa Fe;2;1;1;70;6300.0;2383.5;420.0
Tienda/Salón;San Antonio Tecomitl;0;0;0;42;3500.0;;
